"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","sig"
-0.414459113474622,8.66839520013708,-7.09916129226612,3.12013561702129e-09,3.77536409659576e-07,10.9808107334021,"RFTN1","down"
0.555024667181881,10.1093999050364,7.08878702630076,3.24244884295097e-09,3.89472541310958e-07,10.9436254351318,"RBFOX2","up"
-0.59708495622775,10.9077202426106,-7.0866522793777,3.26820661121216e-09,3.89721797058749e-07,10.9359736526873,"COQ10A","down"
0.345864614938947,8.65095633594784,7.07569621259815,3.40365841075501e-09,4.02953977031543e-07,10.8967025718683,"DIDO1","ns"
-0.266203463225839,13.1740371885671,-7.0603340787137,3.60309220076733e-09,4.23517751827337e-07,10.8416379658659,"UQCRQ","ns"
1.1035282425621,8.51770107300837,7.05805647959514,3.63363915447694e-09,4.24079190965053e-07,10.8334740337698,"NNMT","up"
-0.341637715498909,6.67790166043817,-7.04877561092369,3.76081485430672e-09,4.35830769313179e-07,10.8002072380513,"CYRIA","ns"
-0.577103437004654,10.559663766057,-7.03547308394427,3.95090147916151e-09,4.54657585601971e-07,10.7525250577528,"ETFDH","down"
-0.34331143589892,8.28933197688198,-7.02621691195412,4.08880795321992e-09,4.67259886654076e-07,10.7193469302467,"ZBTB8OS","ns"
0.348070549542324,9.2074174031297,7.02252724839911,4.14511235315155e-09,4.67337736032478e-07,10.7061216211182,"MCM7","ns"
-0.375100185060887,11.1407751512199,-7.02245076597872,4.14628764345782e-09,4.67337736032478e-07,10.7058474761949,"TIMM21","ns"
0.376975059719239,8.59521076414956,7.01918633157162,4.19676343929022e-09,4.69297882474331e-07,10.6941463929896,"HGS","ns"
0.316118761962642,7.35248183435814,7.01765101454134,4.22071503440697e-09,4.69297882474331e-07,10.688643190592,"ZBTB44","ns"
-0.596379679067963,7.57207706077504,-7.01440390859916,4.27182246835855e-09,4.71792688183277e-07,10.6770042589774,"MARCHF3","down"
-0.433175611513251,8.29742430612288,-7.00550815709435,4.41502821405988e-09,4.84358028603796e-07,10.6451184742506,"SORD","down"
-0.464492911632906,11.2136881570843,-6.99977105691351,4.50992151583229e-09,4.91491844136001e-07,10.6245546516478,"DLD","down"
